#TYPE Selected.System.Diagnostics.Eventing.Reader.EventLogRecord
"TimeCreated","ProviderName","Message"
"7/29/2018 1:44:18 PM","docker","Error getting node z5fe290t226on4x8eudxg8thj: This node is not a swarm manager. Worker nodes can't be used to view or modify cluster state. Please run this command on a manager node or promote the current node to a manager."
"7/29/2018 1:44:18 PM","docker","Handler for GET /v1.24/nodes/z5fe290t226on4x8eudxg8thj returned error: This node is not a swarm manager. Worker nodes can't be used to view or modify cluster state. Please run this command on a manager node or promote the current node to a manager."
"7/29/2018 1:45:00 PM","docker","NetworkDB stats - netID:vw0lsec8y3b17uxi723xbg0bw leaving:false netPeers:6 entries:20 Queue qLen:0 netMsg/s:0"
"7/29/2018 1:45:00 PM","docker","NetworkDB stats - netID:ysv3mkpq9lc2f4dq1ri0s31hx leaving:false netPeers:3 entries:6 Queue qLen:0 netMsg/s:0"
"7/29/2018 1:45:18 PM","docker","Error getting node z5fe290t226on4x8eudxg8thj: This node is not a swarm manager. Worker nodes can't be used to view or modify cluster state. Please run this command on a manager node or promote the current node to a manager."
"7/29/2018 1:45:18 PM","docker","Handler for GET /v1.24/nodes/z5fe290t226on4x8eudxg8thj returned error: This node is not a swarm manager. Worker nodes can't be used to view or modify cluster state. Please run this command on a manager node or promote the current node to a manager."
"7/29/2018 1:46:18 PM","docker","Error getting node z5fe290t226on4x8eudxg8thj: This node is not a swarm manager. Worker nodes can't be used to view or modify cluster state. Please run this command on a manager node or promote the current node to a manager."
"7/29/2018 1:46:18 PM","docker","Handler for GET /v1.24/nodes/z5fe290t226on4x8eudxg8thj returned error: This node is not a swarm manager. Worker nodes can't be used to view or modify cluster state. Please run this command on a manager node or promote the current node to a manager."
"7/29/2018 1:47:18 PM","docker","Error getting node z5fe290t226on4x8eudxg8thj: This node is not a swarm manager. Worker nodes can't be used to view or modify cluster state. Please run this command on a manager node or promote the current node to a manager."
"7/29/2018 1:47:18 PM","docker","Handler for GET /v1.24/nodes/z5fe290t226on4x8eudxg8thj returned error: This node is not a swarm manager. Worker nodes can't be used to view or modify cluster state. Please run this command on a manager node or promote the current node to a manager."
"7/29/2018 1:48:18 PM","docker","Error getting node z5fe290t226on4x8eudxg8thj: This node is not a swarm manager. Worker nodes can't be used to view or modify cluster state. Please run this command on a manager node or promote the current node to a manager."
"7/29/2018 1:48:18 PM","docker","Handler for GET /v1.24/nodes/z5fe290t226on4x8eudxg8thj returned error: This node is not a swarm manager. Worker nodes can't be used to view or modify cluster state. Please run this command on a manager node or promote the current node to a manager."
"7/29/2018 1:49:18 PM","docker","Handler for GET /v1.24/nodes/z5fe290t226on4x8eudxg8thj returned error: This node is not a swarm manager. Worker nodes can't be used to view or modify cluster state. Please run this command on a manager node or promote the current node to a manager."
"7/29/2018 1:49:18 PM","docker","Error getting node z5fe290t226on4x8eudxg8thj: This node is not a swarm manager. Worker nodes can't be used to view or modify cluster state. Please run this command on a manager node or promote the current node to a manager."
"7/29/2018 1:50:00 PM","docker","NetworkDB stats - netID:vw0lsec8y3b17uxi723xbg0bw leaving:false netPeers:6 entries:20 Queue qLen:0 netMsg/s:0"
"7/29/2018 1:50:00 PM","docker","NetworkDB stats - netID:ysv3mkpq9lc2f4dq1ri0s31hx leaving:false netPeers:3 entries:6 Queue qLen:0 netMsg/s:0"
"7/29/2018 1:50:18 PM","docker","Error getting node z5fe290t226on4x8eudxg8thj: This node is not a swarm manager. Worker nodes can't be used to view or modify cluster state. Please run this command on a manager node or promote the current node to a manager."
"7/29/2018 1:50:18 PM","docker","Handler for GET /v1.24/nodes/z5fe290t226on4x8eudxg8thj returned error: This node is not a swarm manager. Worker nodes can't be used to view or modify cluster state. Please run this command on a manager node or promote the current node to a manager."
"7/29/2018 1:51:18 PM","docker","Error getting node z5fe290t226on4x8eudxg8thj: This node is not a swarm manager. Worker nodes can't be used to view or modify cluster state. Please run this command on a manager node or promote the current node to a manager."
"7/29/2018 1:51:18 PM","docker","Handler for GET /v1.24/nodes/z5fe290t226on4x8eudxg8thj returned error: This node is not a swarm manager. Worker nodes can't be used to view or modify cluster state. Please run this command on a manager node or promote the current node to a manager."
"7/29/2018 1:52:18 PM","docker","Error getting node z5fe290t226on4x8eudxg8thj: This node is not a swarm manager. Worker nodes can't be used to view or modify cluster state. Please run this command on a manager node or promote the current node to a manager."
"7/29/2018 1:52:18 PM","docker","Handler for GET /v1.24/nodes/z5fe290t226on4x8eudxg8thj returned error: This node is not a swarm manager. Worker nodes can't be used to view or modify cluster state. Please run this command on a manager node or promote the current node to a manager."
"7/29/2018 1:53:18 PM","docker","Error getting node z5fe290t226on4x8eudxg8thj: This node is not a swarm manager. Worker nodes can't be used to view or modify cluster state. Please run this command on a manager node or promote the current node to a manager."
"7/29/2018 1:53:18 PM","docker","Handler for GET /v1.24/nodes/z5fe290t226on4x8eudxg8thj returned error: This node is not a swarm manager. Worker nodes can't be used to view or modify cluster state. Please run this command on a manager node or promote the current node to a manager."
"7/29/2018 1:54:18 PM","docker","Handler for GET /v1.24/nodes/z5fe290t226on4x8eudxg8thj returned error: This node is not a swarm manager. Worker nodes can't be used to view or modify cluster state. Please run this command on a manager node or promote the current node to a manager."
"7/29/2018 1:54:18 PM","docker","Error getting node z5fe290t226on4x8eudxg8thj: This node is not a swarm manager. Worker nodes can't be used to view or modify cluster state. Please run this command on a manager node or promote the current node to a manager."
"7/29/2018 1:55:00 PM","docker","NetworkDB stats - netID:vw0lsec8y3b17uxi723xbg0bw leaving:false netPeers:6 entries:20 Queue qLen:0 netMsg/s:0"
"7/29/2018 1:55:00 PM","docker","NetworkDB stats - netID:ysv3mkpq9lc2f4dq1ri0s31hx leaving:false netPeers:3 entries:6 Queue qLen:0 netMsg/s:0"
"7/29/2018 1:55:18 PM","docker","Error getting node z5fe290t226on4x8eudxg8thj: This node is not a swarm manager. Worker nodes can't be used to view or modify cluster state. Please run this command on a manager node or promote the current node to a manager."
"7/29/2018 1:55:18 PM","docker","Handler for GET /v1.24/nodes/z5fe290t226on4x8eudxg8thj returned error: This node is not a swarm manager. Worker nodes can't be used to view or modify cluster state. Please run this command on a manager node or promote the current node to a manager."
"7/29/2018 1:56:18 PM","docker","Error getting node z5fe290t226on4x8eudxg8thj: This node is not a swarm manager. Worker nodes can't be used to view or modify cluster state. Please run this command on a manager node or promote the current node to a manager."
"7/29/2018 1:56:18 PM","docker","Handler for GET /v1.24/nodes/z5fe290t226on4x8eudxg8thj returned error: This node is not a swarm manager. Worker nodes can't be used to view or modify cluster state. Please run this command on a manager node or promote the current node to a manager."
"7/29/2018 1:57:18 PM","docker","Error getting node z5fe290t226on4x8eudxg8thj: This node is not a swarm manager. Worker nodes can't be used to view or modify cluster state. Please run this command on a manager node or promote the current node to a manager."
"7/29/2018 1:57:18 PM","docker","Handler for GET /v1.24/nodes/z5fe290t226on4x8eudxg8thj returned error: This node is not a swarm manager. Worker nodes can't be used to view or modify cluster state. Please run this command on a manager node or promote the current node to a manager."
"7/29/2018 1:58:18 PM","docker","Error getting node z5fe290t226on4x8eudxg8thj: This node is not a swarm manager. Worker nodes can't be used to view or modify cluster state. Please run this command on a manager node or promote the current node to a manager."
